recipe_id,step,description
187,3,Pour equal quantities of the juice into 4 individual glasses.
187,4,Serve immediately topped with 2 ice-cubes in each glass.
188,1,Combine all the ingredients along with the dressing in deep bowl and toss well.
188,2,Serve immediately.
189,1,Combine all the ingredients in a mixer and blend till smooth and frothy.
189,2,Pour equal quantities of the milkshake into 6 individual glasses and serve immediately.
190,1,"Combine the apple, sugar, lemon juice and 1 cup of water in a broad non-stick pan and cook on a medium flame for 10 to 15 minutes or till the apples are tender, while stirring occasionally."
190,2,Allow the mixture to cool completely and blend in a mixer till smooth.
190,3,Transfer the mixture into a deep bowl and keep aside.
190,4,"Just before serving , add the orange squash and mix well."
190,5,"Combine the apple-orange squash mixture, 3 cups of lemonade and 2 cups of soda in a deep bowl, mix well and pour equal quantities into 6 glasses."
190,6,Serve immediately.
191,1,"Combine the milk, cornflour, , brown sugar, cinnamon powder and vanilla essence in a deep bowl and mix well. Keep aside."
191,2,Arrange the bread cubes on a greased microwave safe dish.
191,3,Spread the apple slices evenly over it while overlapping each other.
191,4,Pour the milk-brown sugar mixture evenly over it.
191,5,Sprinkle the raisins evenly over it and microwave on high for 10 minutes.
191,6,Serve warm.
192,1,Warm the saffron and rub with a little water until it dissolves.
192,2,"Add the lemon juice, sugar, 3/4 teacup of water and the apples and cook until soft."
192,3,Remove the apples and boil the liquid until thick.
192,4,Spread the sauce over the apples.
192,5,Serve hot or cold.
193,1,"Combine all the ingredients in a broad non-stick pan, mix well and bring to boil, while stirring occasionally."
193,2,"Cook on a slow flame for 4 to 5 minutes, while stirring occasionally."
193,3,Serve warm.
194,1,"Put the apple cubes, carrot cubes and beetroot cubes in the infusing tube and close the lid."
194,2,"Fill ¾ of the bottle with water, place the infusing tube in it, close the lid of the bottle tightly and shake it lightly."
194,3,Keep aside to infuse for 2 to 3 hours.
195,1,"Add the carrots, apples and ginger a few at a time in a hopper."
195,2,Pour equal quantities of the juice into 2 individual glasses.
195,3,Serve immediately topped with 2 ice-cubes in each glass.
196,1,"Fill ¾ of the bottle with water, add the honey and mix well."
196,2,"Put 4 apple cubes, all the carrot cubes, ginger sticks and the remaining 4 apple cubes in the infusing tube and close the lid."
196,3,"Place the infusing tube in the honey water, close the lid of the bottle tightly and shake it lightly."
196,4,Keep aside to infuse for 2 to 3 hours.
197,1,Combine the apple and chickoo in a deep bowl and mix well.
197,2,Pour the dressing over it and toss gently.
197,3,Serve immediately.
198,1,"Combine the oats, almond milk, dates and cinnamon powder in a broad non-stick pan, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
198,2,Add the apples and walnuts and mix well.
198,3,Serve immediately.
199,1,Put the milk and sugar to boil in a pan and simmer till the sugar has dissolved.
199,2,"Remove from the fire, add the milk powder and whisk well. Cool completely."
199,3,Add the cream and mix well.
199,4,"Pour into shallow containers, cover and freeze till slushy."
200,1,Add ½ cup of water to the apples and cook it in a non-stick pan for 8 to 10 minutes till they turn soft. Remove from flame and keep aside.
200,2,Combine the milk powder and cornflour with 1 tbsp cold milk in a bowl and keep aside.
200,3,"Boil the milk in a non-stick pan, when it starts boiling add the milk powder and cornflour mixture while stirring continuously."
200,4,Simmer for 5 to 7 minutes till the milk thickens and keep aside to cool.
200,5,"To the cooled mixture add the apples, cream, sugar substitute, cinnamon powder and lemon juice and mix well."
200,6,"Pour the mixture into an aluminium vessel, cover it and place in the freezer for 3 to 4 hours."
200,7,"Once the mixture has set, remove from the freezer and blend in a mixer till it is smooth."
200,8,"Pour the mixture into the same vessel, cover and place it in the freezer again till it sets."
200,9,"Just before serving, place the scoops of ice-cream in 4 individual bowls."
200,10,Serve immediately garnished with apples.
201,1,"Put 4 apple cubes, cinnamon sticks and the remaining 4 apple cubes in the infusing tube and close the lid."
201,2,"Fill ¾ of the bottle with water, place the infusing tube in it, close the lid of the bottle tightly and shake it lightly."
201,3,3. Keep aside to infuse for 2 to 3 hours.
202,1,Blend the apple and sugar in a blender to a smooth purée using a little milk.
202,2,Add the cinnamon powder and milk and blend again.
202,3,Pour into 4 individual glasses and top with ice-cubes.
202,4,Serve immediately.
203,1,"Sift the whole wheat flour, baking soda, cinnamon powder and pinch of salt in a deep bowl using a sieve and keep aside."
203,2,"Heat a deep non-stick pan add ½ cup of water and sugar, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
203,3,"Switch off the flame, add the vanilla essence, butter, vinegar and mix well."
203,4,Add the sifted flour and 2 tbsp of water and mix gently using a whisk.
203,5,Add the apples and mix gently.
203,6,Place 9 paper cups in 9 muffin moulds in a muffin tray.
203,7,Drop spoonful of the batter into each muffin mould and tap it lightly.
203,8,Sprinkle little cinnamon powder on each muffin mould.
203,9,Bake in a pre-heated oven at 180°c (360°f) for 20 minutes or until a toothpick inserted in a muffin comes out clean.
203,10,Serve warm.
204,1,Combine all the ingredients in a mixer and blend till smooth.
204,2,Pour equal quantities of the smoothie into 2 individual glasses and serve immediately.
205,1,Combine all the ingredients in a mixer and blend till smooth and frothy.
205,2,Pour equal quantities of the shake into 6 individual glasses.
205,3,Serve immediately.
206,1,Combine the apples and sugar substitute and blend in a mixer to a smooth purée using a little milk.
206,2,"Add the soya milk, milk and cinnamon powder and blend again it smooth."
206,3,Pour equal quantities of the drink into 4 individual glasses and top with ice-cubes.
206,4,Serve immediately.
207,1,"Combine the plain flour, ¼ cup brown sugar, butter and salt in a deep bowl, mix well and rub using your palm to form like bread crumbs. Keep aside."
207,2,"Combine the remaining ½ cup of brown sugar, lemon rind, cinnamon powder, raisins and ¼ cup of water in broad non-stick pan, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
207,3,"Add the apple, mix well and cook on a medium flame for 6 minutes, while stirring occasionally."
207,4,Transfer the apple mixture into an oven-safe dish and spread it evenly.
207,5,Put the prepared plain flour-brown sugar mixture over it and spread it evenly.
207,6,Pour the melted butter evenly over it and bake in an pre-heated oven at 200°c (400°f) for 20 minutes.
207,7,Serve warm with vanilla ice-cream.
208,1,"Heat the butter in a broad non-stick pan, add the apples, sugar and cinnamon powder and cook on a medium flame for  approx. 8 to 10 minutes or till the sugar dissolves and the apples are soft and well coated with the sugar syrup."
208,2,Cool and divide the filling into 10 equal portions. Keep aside.
209,1,"Combine the whole wheat flour and butter in a deep bowl, mix it lightly using your fingers."
209,2,"Add the brown sugar, oats, cinnamon powder and nutmeg powder and mix well."
209,3,Spread the apple slices in an oven safe shallow glass dish overlapping each other.
209,4,Add the prepared mixture evenly over it and press it very well using your fingers.
209,5,Bake in a pre-heated oven at 180° c(360°f) for 20 to 25 minutes.
209,6,Serve immediately.
210,1,"Combine ½ cup of water, brown sugar, cinnamon sticks and lemon juice in a broad non-stick pan, mix well and cook on a medium flame for 30 seconds or till the brown sugar dissolves completely."
210,2,"Add the apples, mix well and cook on a medium flame for 7 to 8 minutes or till the apples turn soft."
210,3,Discard the cinnamon and keep aside to cool slightly.
211,1,Sieve the flour and salt together into a bowl and rub in the butter until the mixture resembles fine bread crumbs.
211,2,Add ¼ cup of sugar and mix well. Keep aside.
211,3,"Spread the apple slices evenly in a shallow dish, add the remaining ½ cup of sugar, cinnamon powder and lemon juice and mix well. Cover and microwave on high for 4 minutes."
211,4,Top with the crumbled flour mixture and press very well and microwave on high for 6 minutes or until just set.
211,5,Serve immediately.
212,1,Add the apples and cucumber a few at a time in a hopper.
212,2,Add lemon juice to the juice and mix well.
212,3,Pour equal quantities of the juice into 4 individual glasses.
212,4,Serve immediately.
213,1,"Put 2 apple cubes, a sprig of parsley, 2 cucumber slices and the remaining 2 apple cubes, a sprig of parsley and 2 cucumber slices in the infusing tube and close the lid."
213,2,"Fill ¾ of the bottle with water, place the infusing tube in it, close the lid of the bottle tightly and shake it lightly."
213,3,Keep aside to infuse for 2 to 3 hours.
214,1,Cut the apples into 2 equal halves horizontally and scoop the centre portion of each halve with the help of a spoon.
214,2,Rub a little lemon juice on the scooped portion of the apples to avoid it from turning brown.
215,1,Combine all the ingredients in a mixer.
215,2,Blend till smooth.
215,3,Refrigerate for atleast 1 hour and serve chilled.
216,1,Combine all the ingredients in a deep bowl and mix well.
216,2,Pour equal quantities into 2 glasses and serve immediately.
217,1,"Heat the ghee in a non-stick kadhai, add the apples and cook on a medium flame for 5 to 6 minutes, while stirring continuously."
217,2,"Add the mava, mix well and cook on a medium flame for another 2 to 3 minutes, while stirring continuously."
217,3,"Add the milk, mix well and cook on a medium flame for 7 to 8 minutes, while stirring occasionally."
217,4,"Add the sugar and walnuts, mix well and cook on a medium flame for another 7 to 8 minutes, while stirring continuously. Keep aside to cool."
217,5,"Once cooled, add the vanilla essence and mix well."
217,6,Re-heat and serve within an hour.
218,1,"Combine the apple, honey, self rising flour, melted butter, condensed milk, castor sugar and 2½ tbsp of water in a deep bowl and mix well to make a smooth batter making sure that no lumps remain."
218,2,"Add the fruit salt and sprinkle 1 tbsp of water over it. When the bubbles form, mix gently."
218,3,Grease a non-stick mini uttapa pan using a little butter.
218,4,Pour approximately 1½ tbsp of batter in each uttapa mould and spread it lightly.
218,5,"Cook, using a little butter, till they turn crisp and golden brown from both the sides."
218,6,Repeat steps 3 to 5 to make more mini pancakes.
218,7,Serve immediately drizzled with honey.
219,1,"Combine the yeast, 2 pinches of sugar and ½ cup of lukewarm water in a bowl and mix well."
219,2,"Sprinkle 2 pinches of plain flour on top, cover with a lid and keep aside to rest for 3 to 4 minutes. When the bowl is full of froth, the yeast is ready to use. Keep aside."
219,3,"Combine the remaining plain flour, sugar, ghee, yeast liquid and some warm water (approx. ½ cup) in a deep bowl and mix well to make a thick batter."
219,4,Cover and keep aside to rest for 40 to 50 minutes and mix well again.
220,1,Combine the apple and sugar in a microwave safe bowl and microwave on high for 2 minutes.
220,2,Remove from the microwave and add the lemon juice and cinnamon powder. Mix well and microwave on high for another 2½ minutes.
220,3,Cool and store refrigerated in an air-tight container. Use as required.
221,1,"Combine all the ingredients along with 2 cups of water in a broad non-stick pan, mix well and cook on a medium flame for 20 minutes, while stirring occasionally."
221,2,"Mash it lightly and cook on a medium flame for 2 minutes, while stirring occasionally."
221,3,Cool completely and store in an air-tight container. Use as required.
222,1,Add the apple cubes a few at a time in the hopper.
222,2,Add the lemon juice and mix well.
222,3,Add some crushed ice in 2 individual glasses and pour equal quantities of the juice over it.
222,4,Serve immediately.
223,1,"Combine the whole wheat flour, salt and 1¼ cups of water in a deep bowl and whisk well. Keep aside."
223,2,Heat a non-stick tava (griddle) and grease it with a little melted butter.
223,3,Pour ¼ cup of the batter over it and cook using very little melted butter till it turns light brown in colour.
223,4,Turn the pancake around and cook on the other side as well.
223,5,Repeat steps 2 to 4 to make 6 more pancakes. Keep aside.
224,1,Mix the lemon juice and 1/2 teacup of water.
224,2,"Peel, core and slice the apples and add the lemon juice and water."
224,3,Add the sugar and cook until pulpy and all the water evaporates.
224,4,Add the cinnamon powder and mix well.
224,5,Divide the pastry dough into two parts.
224,6,"Roll out one part one on a lightly floured board to fit a 175 mm. Or 200 mm. (7"" or 8"") diameter pie dish."
224,7,"Place it in an ungreased pie dish of this size. Prick with a fork all over,"
225,1,"Combine the cinnamon and 1 cup of water in a broad non-stick pan, mix well and boil on a medium flame for 2 to 3 minutes, while stirring occasionally."
225,2,"Add the apples, mix well and cook on a medium flame for 9 minutes, while stirring occasionally. Keep aside to cool completely."
225,3,Combine all the remaining ingredients along with the cooked apples in a mixer and blend till smooth.
225,4,Pour equal quantities of the smoothie into 2 individual glass and serve chilled.
226,1,"Combine the plain flour, baking powder and sugar in a deep bowl and toss well."
226,2,"Add the soft butter, mix well and knead into a semi-soft dough using enough water. Cover with a lid and keep aside."
227,1,Boil ¾ cup of water in a broad non-stick pan.
227,2,Add the apples and mix well. Cover with a lid and keep aside for 10 minutes.
227,3,Strain it using a strainer.
227,4,Serve lukewarm.
228,1,"Bring the milk to boil in a deep non-stick pan and simmer it for 10 to 12 minutes, while stirring in between and scraping the sides of the pan."
228,2,"Add the grated apple, mix well and simmer for another 2 to 3 minutes, while stirring in between and scraping the sides of the pan."
228,3,"Add the cardamom powder and nutmeg powder, mix well and keep aside to cool."
228,4,"Once the rabadi¸ has been cooled, add the sugar substitute, mix well and refrigerate for at least 1 hour."
228,5,Serve chilled.
229,1,"Heat a broad non-stick pan, add the milk and cook on a medium flame for 20 to 25 minutes, while stirring occasionally or till the mixture reduces to half."
229,2,"Add the sugar and apples and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
229,3,Sprinkle almonds and cardamom powder and mix well.
229,4,Refrigerate for at least 2 hours and serve chilled.
230,1,Combine all the ingredients in a deep bowl and knead into a soft dough using enough water.
230,2,Divide the dough into 5 equal portions and roll each potion into a 125. Mm (5”) diameter circle using a little whole wheat flour for rolling.
230,3,Heat a non-stick tava (griddle) and cook each chapati lightly on a medium flame on both the sides. Keep aside.
231,1,Combine all the ingredients and ½ cup of water in a mixer and blend it till smooth.
231,2,Pour it in 3 individual glasses and serve immediately.
232,1,Core out the centres of the apples and then cut into round slices.
232,2,Steam the apple slices until soft.
232,3,Arrange the apple slices on a plate and pour the vanilla cream on top. Place in the refrigerator.
232,4,Serve cold.
233,1,"Combine the curds, strawberry crush, vanilla ice-cream and apples and blend in a juicer till the mixture is smooth and frothy."
233,2,Pour equal quantities of the smoothie into 2 individual glasses.
233,3,Serve immediately topped with 2 tbsp of crushed ice in each glass.
234,1,Soak the steel cut oats in a deep bowl in enough water for 8 hours. Drain well.
234,2,"Boil 1 cup of water in a deep non-stick pan, add the cinnamon stick and soaked and drained oats and mix well. Cover it with a lid and cook on a medium slow flame for 6 minutes, while stirring occasionally."
234,3,Transfer the mixture into a deep bowl and cool it completely.
234,4,"Add the almond milk, vanilla essence, maple syrup and ½ cup of green apples and mix well."
234,5,Finally top it with the remaining ¼ cup of apples and roasted sunflower seeds.
234,6,Serve immediately or store in the fridge.
235,1,"Combine the apples and ½ cup of water in a deep non-stick pan, mix well and cook on a medium flame for 8 minutes, while stirring occasionally."
235,2,Cool slightly and blend in a mixer along with 2 tbsp of warm water till smooth.
235,3,Serve immediately.
236,1,Combine all the ingredients in a deep bowl and mix well.
237,1,For the stewed apricots
237,2,1. Wash and soak the apricots in 1 cup of hot water in a deep bowl for 3 hours. Deseed it while retaining the water.
237,3,"2. Transfer the deseeded apricots (along with the water) in a broad non-stick pan and cook on a medium flame for 7 minutes or till they turn soft, while stirring occasionally. Keep aside."
238,1,"Combine all the ingredients, pour the dressing on top and serve immediately."
238,1,Immerse the lettuce leaves in ice - cold water for 10 minutes and drain well. This will make them crisp.
238,2,"Combine all the ingredients in a bowl, pour the dressing on top and toss well."
238,3,Serve immediately.
239,1,"Heat the oil for deep-frying in a deep non-stick kadhai and deep-fry the arbi slices, a few at a time on a medium flame, till they turn golden brown in colour from all the sides."
239,2,Drain on an absorbent paper and keep aside.
239,3,"Heat the oil in a broad non-stick pan, add the carom seeds and mustard seeds."
239,4,"When the seeds crackle, add the fried arbi pieces, turmeric powder, chilli powder, coriander powder, lemon juice and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
239,5,Serve immediately.
240,1,"Combine the poppy seeds, melon seeds and ½ cup of warm water in a bowl and keep aside for 15 minutes"
240,2,"Combine the soaked poppy seeds mixture along with the water, onions, garlic and ginger in a mixer and blend till smooth. Keep aside."
241,1,"Combine the beaten rice, dry red chillies, asafoetida and turmeric powder in a mixer and blend to a smooth powder. Keep aside."
241,2,Heat the oil in a broad non-stick pan and add the mustard seeds.
241,3,"When the seeds crackle, add the colocassia, salt and the ground powder, toss gently and cook on a medium flame for 5 to 7 minutes, while stirring occasionally."
241,4,Serve hot.
242,1,Press each arbi between the palms of your hands to flatten them.
242,2,"Roll them in the besan flour mixture, and coat them well."
242,3,"Heat a tava (griddle), grease it with little oil, place few arbis at a time, using little oil and cook on a medium flame, till golden brown in colour."
242,4,Sprinkle chaat masala evenly over it and serve immediately.
243,1,"Heat a small non-stick pan, add all the ingredients and dry roast on a medium flame for 3 to 4 minutes. Keep aside."
243,2,When cool blend in a mixer to a fine powder. Keep aside.
244,1,"Clean, wash and soak the toovar dal for 1 hour."
244,2,"Drain, add the turmeric powder, green chillies, salt and ¾ cup of water in a pressure cooker, mix well and pressure cook for 3 whistles."
244,3,Allow the steam to escape before opening the lid.
244,4,Mash the dal lightly and keep aside.
244,5,Heat the oil in a deep kadhai and add the cumin seeds.
244,6,"When the seeds crackle, add the cloves, bayleaves, asafoetida and sauté on a medium flame for a few seconds."
244,7,"Add the spinach, mix well and sauté on a medium flame for 1 minute."
244,8,"Add the prepared dal, ¼ cup of water, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
244,9,Serve hot with roti or rice.
245,1,"Heat the butter in a deep non-stick pan, add the asparagus, baby corn, chilli flakes, oregano and salt and stir-fry over a high flame for 2 to 3 minutes. Keep aside."
246,1,"Combine the corn, asparagus, white sauce, salt and pepper in a bowl and mix well."
246,2,Pour this mixture in a greased baking dish.
246,3,Sprinkle cheese on top and bake in a pre-heated oven at 200°c (400°f) for 10 to 15 minutes or till the cheese melts and is lightly browned.
246,4,Serve hot.
247,1,Mix together the butter and parsley and apply the mixture on one side of each of the 4 slices.
247,2,Bake in a pre-heated oven at 180°c (350°f) for 2 minutes till each is lightly toasted.
247,3,"Arrange 6 asparagus spears on each slice, top with the grated cheese and paprika and bake in a pre-heated oven at 180°c (350°f) for 3 to 4 minutes till the cheese melts."
247,4,Serve immediately.
248,1,"In a microwave safe bowl, add the asparagus spears alongwith 1 tablespoon of water and salt and microwave on high for 45 seconds. Remove and keep aside."
248,2,Mix together the butter and parsley and apply the mixture on one side of each of the 4 slices.
248,3,Place the buttered slices on a shallow microwave safe plate and microwave on high for 30 seconds.
248,4,"Arrange 6 asparagus spears on each slice, top with the grated cheese and dry red chilli flakes and microwave on high for 30 seconds."
248,5,Serve immediately.
249,1,Cut the asparagus spears (tips) and keep aside.  
249,2,Boil 1 cup of water add the asparagus and cook till it softens.
249,3,"Remove from flame, cool and puree. Strain the purée through a sieve to get a smooth paste"
249,4,"Heat the butter in a pan add the asparagus spears (tips), and sauté till they are cooked."
249,5,"Add the milk, cheese, cornflour mixer stir till the cheese melts and till the mixture thickens."
249,6,"Mix the asparagus puree, salt and pepper and cook for 5 minutes."
249,7,Switch off the flame stir in cream and serve hot in a fondue pot with potato wedges and pita chips.
250,1,Combine the asparagus with 1 cup of water in a non-stick deep pan and cook over a medium flame till it softens. Keep aside.
250,2,"When cool, blend in a mixer till smooth. Strain and keep aside."
250,3,"Heat the butter in another non-stick pan, add the asparagus purée and sauté over a medium flame for few seconds, while stirring continuously."
250,4,"Add the milk, cornflour-milk mixture, cheese, salt and pepper, mix well and simmer for 5 minutes or till the mixture thickens."
250,5,"Remove from the flame, add the asparagus spears and  cream and mix gently."
250,6,Serve hot with cream cracker biscuits or vegetable sticks.
251,1,"Heat the oil in a non-stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
251,2,"Add the potatoes, asparagus and vegetable stock and bring to boil. Cover and cook on a slow flame for 8 minutes or till the potatoes are cooked."
251,3,Allow the mixture to cool slightly and then blend in a mixer to a smooth puree using 2 cups of water.
251,4,"Transfer the purée back into the deep non-stick pan, add the milk, salt and pepper, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
251,5,Serve hot with asparagus.
252,1,"Combine all the ingredients in a deep kadhai, mix well and cook on a medium flame for 5 to 6 minutes or till it starts boiling, while stirring occasionally. Keep aside."
253,1,Heat a mini uttapa pan and grease it using a little oil.
253,2,"Pour a small spoonful of the batter in each of the 7 uttapa moulds and spread in a circular motion to make a 75 mm. (3"") diameter round."
253,3,Sprinkle 1 tbsp of each of the 7 toppings evenly on each of the 7 mini uttapas and press it gently so that the topping sticks well to the batter.
253,4,"Cook the uttapas, using a little oil, till they turn golden brown in colour from both the sides."
253,5,Repeat steps 1 to 4 to make 13 more platters.
253,6,"Serve immediately with coconut chutney, sambhar and malagapodi powder."
254,1,"Combine the whole wheat flour, cardamom powder, nutmeg powder and salt in a deep bowl and mix well. Keep aside."
254,2,Combine the melted ghee and castor sugar in a deep bowl and mix very well using a spatula.
254,3,Add the dry ingredients mixture and mix well using your fingers.
254,4,Add the milk and knead into a semi-stiff dough.
255,1,"In a glass bowl, combine the wheat flor and ghee and mix well. Microwave on high for 3 minutes,while stirring every 1 minute."
255,2,"Add the sugar, cardamom powder and 3/4 cup of water and microwave on high for 2 minutes until the sugar has dissolved. Mix well."
255,3,Serve hot.
256,1,"Heat the ghee in a non-stick kadhai, add the whole wheat flour and sauté on a medium flame for 8 to 10 minutes or till it turns brown in colour and the ghee separates."
256,2,"Add the sugar, cardamom powder and ¾ cup of water, mix well and cook on a slow flame for another 5 to 7 minutes or till the sugar dissolves, while stirring continuously."
256,3,Serve hot garnished with almond slivers.
257,1,"Combine the sugar and 1 cup of water in a deep non-stick pan and cook on a medium flame for 3 minutes, while stirring continuously."
257,2,Transfer the mixture into a deep bowl and allow it to cool completely.
257,3,"Once cooled, add the crushed peppercorns, fennel seeds, whole wheat flour and ¼ cup of water and mix well using a whisk. Keep aside."
257,4,"Heat the ghee in a broad non-stick pan, pour a laddleful of the mixture into the hot ghee 1 at a time and deep-fry on a high flame till golden brown in colour from all the sides."
257,5,Repeat step 4 to make 14 more malpuas.
257,6,Serve immediately.
258,1,"Heat the oil in a non-stick kadhai, add the vegetables, salt and pepper, mix well and sauté on a medium flame for 3 to 4 minutes, while stirring continuously. Sprinkle little water while cooking. Keep aside."
259,1,Combine the drumsticks with ¼ cup of water and cover and cook on a medium flame till they are half done.
259,2,"Add the remaining vegetables, water if required and salt, mix well and cover and cook on a slow flame till the vegetables are tender (approx. 12 to 15 minutes)."
259,3,"Add the prepared paste and ¼ cup of water, mix well and simmer for 12 to 15 minutes or till it becomes  semi-dry. Remove off the flame."
259,4,"Add the curds, oil, cumin seeds and curry leaves and simmer for 2 to 3 minutes. Serve hot."
260,1,Combine all the ingredients and 2 tbsp of water in a mixer and blend till smooth. Keep aside.
261,1,Combine all the ingredients in a mixer and blend till smooth.
261,2,Refrigerate and serve chilled.
262,1,Place the french bread slices on a greased baking tray and brush a little olive oil on each french bread slice.
262,2,"Bake in pre-heated oven at 200°c (400°f) for 15 minutes, or till they turn light brown in colour."
262,3,"Cool completely, apply a little avocado mixture on each toasted french bread slice."
262,4,"Put 4 cherry tomato halves, sprinkle a little sea salt and drizzle ¼ tsp olive oil on each toasted bread slice."
262,5,Serve immediately.
263,1,Place the french bread slices on a greased baking tray and apply a little coconut oil on each bread slice.
263,2,"Bake in pre-heated oven at 200°c(400°f) for 15 minutes, or till they turn light brown."
263,3,Cool completely and arrange 4 avocado slices on each toasted bread slice.
263,4,"Put ¼ tsp lemon juice, a little chilli flakes and sea salt on each toast."
263,5,Serve immediately garnished with 1 tsp of coconut on each toasts.
264,1,"Combine  the rice vinegar and sugar in a small non-stick pan, mix well and cook on a slow flame for 1 minute, while stirring occasionally. Keep aside to cool completely."
264,2,"Once cooled, add the sesame seeds and mxi well. Keep aside."
265,1,"Soak the rice in enough water for 15 minutes,. Drain well and keep aside."
265,2,"Boil 2¼ cups of water and little salt in a deep non-stick pan, add the rice, mix gently and cook on a medium flame for 15 to 17 minutes or till the rice is cooked and the water is evaporated completely, while stirring occasionally."
265,3,"Transfer the rice into a plate and cool completely, add the prepared dressing and mix gently."
265,4,Divide the rice into 2 equal portions. Keep aside.
266,1,Mash the avocado lightly using a potato masher.
266,2,"Transfer it in a deep bowl, add all the reamining ingredients and toss gently using a fork and a spoon."
266,3,Garnish with almond slivers and serve immediately with toasted bread.
267,1,Combine all the ingredients along with the dressing in a deep bowl and toss well.
267,2,Serve immediately.
268,1,Blend the avocado in a mixer till smooth. Keep aside.
268,2,Combine the chocolate in a microwave safe bowl and microwave on high for 1 minute. Mix well.
268,3,Combine the avocado mixture and ¼ cup of melted chocolate in a bowl and mix well using a spatula.
268,4,Add the remaining chocolate and mix very well using a spatula.
268,5,Pour equal quantities of the mixture into 2 individual bowls / glasses and refrigerate for 1 hour or till the mousse sets.
268,6,Garnish with chocolate curls.
268,7,Serve chilled.
269,1,Combine all the ingredients in a mixer and blend till smooth.
269,2,Refrigerate and serve chilled.
270,1,Combine all the ingredients in a mixer and blend till smooth.
270,2,Refrigerate for atleast 1 hour and serve chilled.
271,1,Cut each avocados in halves. Remove the seed and scoop out the center portion.
271,2,Transfer the mixture into a bowl and mash well using a fork or a masher.
271,3,"Add all the remaining ingredients, mix well and refrigerate for at least 1 hour and serve chilled with nacho chips."
272,1,Combine all the ingredients in a deep bowl and mix well.
272,2,Serve with corn chips.
273,1,Cut each avocados in halves. Remove the seed and scoop out the center portion and mash it using a fork or a masher.
273,2,"Combine all ingredients, except the sea salt and 1 tbsp of water in a mixer and blend till smooth."
273,3,"Transfer to a deep bowl, add the sea salt and mix well."
273,4,Refrigerate till use.
274,1,Combine all the ingredients for the salad in a bowl and mix well. Refrigerate for 30 minutes.
274,2,"Just before serving, pour the dressing and toss well."
274,3,Serve immediately.
275,1,"Combine the avocado, condensed milk and lemon juice in a mixer and blend till smooth."
275,2,"Transfer the mixture into a deep bowl, add the other ingredients and fold gently using a spatula."
275,3,Transfer the mixture into an aluminium shallow container. Cover with an aluminium foil and freeze for approx. 10 hours or till set.
275,4,Scoop and serve immediately.
276,1,Combine all the ingredients in a mixer along with ½ cup of chilled water and blend till smooth.
276,2,Pour equal quantities of the smoothie into 3 individual glasses and serve immediately.
277,1,Place the avocado in a deep bowl and mash it completely with the help of a fork.
277,2,Serve immediately.
278,1,Combine the all the ingredients in a deep bowl and mix well.
278,2,Add the dressing and toss well.
278,3,Serve immediately.
279,1,Combine the all the ingredients in a deep bowl and mix well.
279,2,Add the dressing and toss well.
279,3,Serve immediately.
280,1,Combine all the ingredients in a mixer along with 1 cup of chilled water and blend till smooth.
280,2,Pour equal quantities of the smoothie into 3 indivdual glasses and serve immediately.
281,1,Combine all the ingredients in a mixer and blend till smooth.
281,2,Refrigerate and serve chilled.
282,1,It can be taken to work in a lunch box with a dressing in a separate small container.
282,2,"Just before eating, mix the dressing and toss well. Eat immediately."
283,1,"Combine all the ingredients of the salad in a serving bowl, add the dressing and toss well."
283,2,Serve chilled.
284,1,Combine all the ingredients in a mixer and blend till smooth.
284,2,Pour equal quantities of the drink into 4 individual glasses.
284,3,Serve chilled with  ice cubes.
