recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
225,"Apple Pancake, Healthy Diabetic Dessert Recipe","The aroma of apples stewed with cinnamon is just too hard to resist! The fruity and spicy aroma and flavour are guaranteed to delight the taste buds. While this combo has proved its worth in many forms ranging from pies to cakes, here we have harnessed it to make a delightfully tasty but easy dessert, which is acceptable for diabetics too! We have used whole wheat flour instead of maida and cornflour to make the pancakes, as these refined flours will raise blood sugar levels rapidly. The healthy pancakes are then stuffed with fibre-rich apples, tinged with cinnamon and a dash of lemon. Cinnamon, apart from giving the Apple Pancake an awesome flavour, is also very helpful in controlling blood sugar levels. Diabetics can enjoy the Apple Pancake as a dessert, occasionally. Do try other desserts like Coffee Mousse or Soya Chocolate Pancakes with Strawberry Sauce .",15,15,30,"https://www.tarladalal.com/members/9306/big/big_apple_pancake,_healthy_diabetic_dessert_recipe-13502.jpg?size=696X905",75916 times
226,Apple Pie ( Pleasures Of Vegetarian Cooking ),"Apple pie is an old time favorite. Apples are cored and then lemon juice, sugar and water added and cooked until the water evaporates. The apple stew is placed between the short crust pastry and baked in a oven. Stewed apples with cinnamon in a short crust pastry taste great. Serve with vanilla ice cream. ",40,15,55,https://www.tarladalal.com/members/9306/big/big_apple_pie-3666.jpg?size=500X650,31540 times
227,"Apple Pie Smoothie, Stewed Apple and Cinnamon Smoothie","Think apple pie and what are the sensory cues that come to mind? The rich flavour of cooked apple with strong tints of cinnamon and a touch of nutmeg. Well, this Apple Pie Smoothie replicates the same experience, in a much easier form. Here, the apples are cooked with spices and blended with milk and curds, to get an exotic smoothie with a really luscious consistency. The result is an easier, quicker and equally tasty replica of the all-time favourite Apple Pie . Other must-try smoothie recipes include the Mango Banana Smoothie and Melon Smoothie .",12,5,17,"https://www.tarladalal.com/members/9306/big/big_apple_pie_smoothie,_stewed_apple_and_cinnamon_smoothie-12829.jpg?size=696X905",3418 times
228,"Apple Pie, Eggless American Apple Pie","A universal favourite, the world-over. There are some people who love the Apple Pie so much that they won’t hesitate to have it with their cereals for breakfast and again with every other meal, as a dessert. Well, here is how to make the traditional Apple Pie, from the crust up to the filling. You will love the creamy mushiness of apples, the tinge of cinnamon, the crunch of almonds, and every thing else about this recipe. Serve it warm, with a scoop of vanilla ice-cream.",10,20,751,https://www.tarladalal.com/members/9306/big/big_apple_pie-11673.jpg?size=696X905,94988 times
229,Apple Punch ( Baby and Toddler),"An apple a day keeps the doctor away, but this is one fruit that babies initially have trouble digesting in the raw form. So, this Apple Punch is a wonderful way of introducing apples to your baby's diet. As your little one grows older and is able to digest this liquid form easily, apples can be stewed in lesser water to make a purée and served to the babies without straining as shown in the recipe of Apple Stew.",4,3,7,https://www.tarladalal.com/members/9306/big/big_apple_punch_(_baby_and_toddler_recipe)-10105.jpg?size=696X905,56676 times
230,"Apple Rabadi, Diabetic Friendly","Low fat milk thickened with apple. The addition of nutmeg and cardamom blends well with the subtle flavours. Try not to peel the apple, as much of the fibre is present in the peel and just below it. Select sweet apples for this recipe, as sharp apples can split the rabadi bitter and so render it useless. Also try other diabetic friendly Indian sweets like Paneer Kheer and Malai Peda .",15,5,20,https://www.tarladalal.com/members/9306/big/big_apple_rabadi_(_diabetic_recipe)-9555.jpg?size=696X905,52195 times
231,"Apple Rabdi,  Seb Rabri, Apple Rabadi","A fruity twist to the popular rabadi! Apple not only contributes its unique flavour to this sweet, it also helps to thicken the rabadi very quickly thereby adding to the convenience too. Apple rabadi tastes fantastic all by itself, or can be used as a topping for hot Malpuas too. ",30,5,35,https://www.tarladalal.com/members/9306/big/big_apple_rabadi-5846.jpg?size=696X905,44814 times
232,Apple Rolls with Vanilla Cream,"Apple rolls, a healthier version of apple pie that is so flavourful when served with vanilla cream, the little effort that goes into this will earn you multiple times more praise! The dough has been prepared with whole wheat flour that enhances the fibre content.",15,10,25,https://www.tarladalal.com/members/9306/big/big_apple_rolls_with_vanilla_cream-11448.jpg?size=696X905,19959 times
233,"Apple Shake, Healthy Date and Apple Smoothie","Apples and dates – these are stuff that we almost always have at home! In this amazingly simple but super tasty recipe, we pop these into the blender with some curds and a touch of vanilla to make a luscious Apple Shake that soothes your senses and pampers your palate. For a tad more sweetness, you can use a dash of honey. Thickening the shake with curds is a smart move that gives you a good dose of protein and calcium. You will thoroughly enjoy the taste as well as the health benefits of this nutritious Apple Shake. You can also rejuvenate yourself with other healthy drinks like the Energy Chia Seed Drink with Lime and Honey, For Endurance Athletes , and the Pre-workout Smoothie For Runners and Triathletes . ",0,10,10,"https://www.tarladalal.com/members/9306/big/big_apple_shake,_healthy_date_and_apple_smoothie-12512.jpg?size=696X905",5586 times
234,Apple Slices with Vanilla Cream ( Low Calorie Healthy Cooking),"A healthy sweet treat, which can be enjoyed by all the age groups. ",10,5,15,https://www.tarladalal.com/members/9306/big/big_apple_slices_with_vanilla_cream_(_low_calorie_healthy_cooking)-7752.jpg?size=696X905,21750 times
235,Apple Smoothie ( Burgers and Smoothie Recipe),"You can never go wrong with apples! you can confidently use apples in any smoothie, especially along with any fruit-based crush readily available in the market. Since both strawberry crush and vanilla ice-cream are used, there is no need to add any extra sugar for the apple smoothie. ",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_smoothie_(_burgers_and_smoothie_recipe)-9836.jpg?size=696X905,56808 times
236,"Apple Steel Cut Oatmeal with Almond Milk, Healthy Vegan Breakfast","Steel-cut oats, which can be bought at well-stocked supermarkets and in specialty/ gourmet food stores, are groats of oats made by chopping whole oats into two or three pieces. It has a nice grainy mouth-feel, which is quite satiating. Just the taste and texture instils a sense of well-being and nourishment! It is a gluten-free whole grain that is much healthier than quick cooking rolled oats. High in fibre , it also helps lower cholesterol. Here, we have made a healthy vegan breakfaste with it. With its fruit flavour and the crunch of roasted sunflower seeds, the Apple Steel-Cut Oatmeal with Almond Milk will be enjoyed by all. It has a nice spicy flavour and aroma too. Not just steel-cut oats but all the other ingredients in this recipe are also healthy. Green apple has protein , fibre and minerals. If you can’t find green apples, you can use red apples instead. We have sweetened this recipe with maple syrup, the amount of which can be adjusted to your preference. If you are going to make this earlier and store in the fridge, adjust the consistency with a tablespoon of almond milk before serving.",8,10,4988,"https://www.tarladalal.com/members/9306/big/big_apple_steel_cut_oatmeal_with_almond_milk,_healthy_vegan_breakfast-13644.jpg?size=696X905",2410 times
237,Apple Stew ( Baby and Toddler),"At 8 to 9 months, babies start getting more active – and, of course, naughtier too. Naturally, they need more energy and more nutrients to fuel their activities and growth. By now, your child will be used to liquid foods like the Apple Punch and so this recipe represents the next stage, of having cooked and puréed fruits. Apple Stew is a tasty recipe served by most mums, and is liked by most babies as well.",8,3,11,https://www.tarladalal.com/members/9306/big/big_apple_stew_(_baby_and_toddler)-10634.jpg?size=696X905,19612 times
238,Apple Sticks ( Tiffin Recipe),"An apple a day keeps the doctor away, but sometimes it can be a real challenge making your kids eat up this wonder fruit, especially on school days when you cannot run behind them! Here is how you can serve it up in their snack box. Adding a dash of lemon juice to neatly cut Apple Sticks not only gives it an irresistibly tangy flavour but also rules out discolouration, ensuring that the apples look appealing even after 4 hours. This will make the kids reach out for a piece as soon as they open their boxes!",0,2,2,https://www.tarladalal.com/members/9306/big/big_apple_sticks_(_tiffin_recipe)-10308.jpg?size=696X905,17242 times
239,Apricot Stew with Vanilla Custard,"Warm, smooth, stewed apricots, topped with low-fat chilled custard and garnished with heart-friendly walnuts, this mouth-watering dessert is one of the best treats that a person with hyper cholesterol levels can enjoy. Apricots, with their naturally rich flavour and texture get all the more enjoyable after a simple process of deseeding and stewing. Thanks to their sweetness, it suffices to add just a teaspoon of sugar to the custard, helping restrict the calories further.Walnuts make a great garnish for the Stewed Apricots with Vanilla Custard as their mild saltiness highlights the flavours of this dessert very well.Check out for many more healthy heart Desserts and low cholesterol Desserts recipes. ",12,2,14,https://www.tarladalal.com/members/9306/big/big_apricot_stew_with_vanilla_custard-10562.jpg?size=696X905,36019 times
240,Arabic Salad,"The salad is traditionally flavoured with sumac powder, which is a Middle Eastern spice made from the berries of the sumac bush. The powder has a tart flavour thus we have substituted it with pomegranate powder and lemon juice. It is worth hunting down if you possibly can. But the salad is equally delicious even if you can't find it.",12,2,0,https://www.tarladalal.com/members/9306/big/big_arabic-salad-1416.jpg?size=500X579,107209 times
241,Arabic Salad ( Soups and Salads Recipe ),"Salads are an integral part of an arabian meal and accompany their main meals. This salad is rich in colour and uses up all the vegetables and ingredients that are easily available in the region. In this version we’ve used the beautiful cherry tomatoes, green and black olives, mint and iceberg lettuce all tossed in with a tangy dressing that uses pomegranate powder, and the special baharat powder that brings in a unique flavour. It is different and exotic!",0,5,5,https://www.tarladalal.com/members/9306/big/big_arabic_salad_(_soups_and_salads_recipe_)-3088.jpg?size=696X905,56646 times
242,Arbi ka Saag,"Colocassia, a vegetable that many are wary of because they are not sure how to get rid of its gooeyness, transforms into a spicy delicacy here! Prepared in true Rajasthani style, Arbi ka Saag can be served as a starter or as a subzi with the main course. Either way, its chatpata flavour and crispy texture will steal your heart. While some might prefer to directly sauté the cooked arbi, it turns out best when deep-fried first, so go for this fool-proof method. ",15,10,25,https://www.tarladalal.com/members/9306/big/big_arbi_ka_saag-11830.jpg?size=696X905,51083 times
243,"Arbi Naveli, Colocossaia in Creamy Tomato Gravy",Arbi Naveli is an exquisite preparation of deep-fried colocasia slices floated in a tongue-tickling gravy. The tomato-based gravy is perked up with a special masala paste that features poppy seeds and melon seeds. The masala paste gives not only an exotic flavour but also a creamy consistency to the gravy. Serve it hot with rotis or rice to make a homely and satisfying meal.,25,20,45,https://www.tarladalal.com/members/9306/big/big_arbi_naveli-11242.jpg?size=696X905,27327 times
244,Arbi Subzi,"A unique preparation of colocassia, which is easy and quick to make but very, very tasty. In this subzi, roundels of cooked arbi are tossed with a mixture of spices and beaten rice, which gives the subzi an appealing flavour and a mild, pleasant crunch too. To prepare this easily, cook the arbi in a pressure cooker for around three whistles, and then peel and cut into roundels. Once this is ready, the Arbi Subzi will be ready in minutes. Serve this dry subzi hot and fresh with dal and rotis or parathas  .",8,20,28,https://www.tarladalal.com/members/9306/big/big_crispy_arbi_subzi-12290.jpg?size=696X905,78451 times
245,"Arbi Tuk, Arbi Tikki","This crispy and tasty snack is made by coating boiled colacassia with a spicy besan mixture and then cooking it with oil till golden brown. It is crisp outside and soft inside, as is the nature of arbi. The arbi is flattened before coating it with the besan so that it will cook uniformly on both sides. The besan mixture is perked up with several spice powders ranging from tangy dried mango powder and spicy chilli powder to aromatic coriander and cumin powders. On top of this, the crispy snack is also sprinkled with a dash of chaat masala to make it even peppier! Enjoy this mouth-watering Arbi Tuk hot and fresh. You may also like to try other yummy griddle-cooked snacks like Vegetable Shikampuri Kebab and Paneer Amritsari Tikka .",15,15,30,"https://www.tarladalal.com/members/9306/big/big_arbi_tuk,_arbi_tikki-12578.jpg?size=696X905",4561 times
246,"Arhar Aur Tamatar Ka Shorba, Healthy Diabetic Recipe","A modified version of the traditional mulligatawny soup, this recipe features a medley of flavours that your taste-buds will delightedly dive into! What is more, it is also convenient to make as you can make the masala beforehand. Plus, the masala is very versatile, and can be added to dals and subzis too. Not to forget the health angle – tomatoes are rich in folic acid and vitamin C while toovar dal, though just added in a small quantity to impart thickness to the soup, adds to the nutritive value and also makes the soup wholesome and filling! Relish it hot with lots of coriander. You also try other diabetic friendly soups like Oats and Vegetable Broth or Broccoli and Red Capsicum Soup .",20,10,30,https://www.tarladalal.com/members/9306/big/big_arhar_aur_tamatar_ka_shorba_(_healthy_diabetic_recipe_)-3073.jpg?size=500X624,48018 times
247,"Arhar ki Dal with Spinach, Punjabi Toovar Aur Palak ki Dal",A spectacular preparation where a simple tovar dal combined with spinach that enhances the appearance and flavour of the dish. This mildly spiced recipe is a storehouse of nutrients since the dal is rich in proteins where as the spinach is a rich source of calcium. Arhar ki Dal with Spinach should be eaten hot with rotis or rice .,20,15,35,"https://www.tarladalal.com/members/9306/big/big_arhar_ki_dal_with_spinach,_punjabi_toovar_aur_palak_ki_dal-11043.jpg?size=696X905",55848 times
248,Asparagus and Baby Corn Wrap ( Wraps and Rolls),"Bite into this delightful wrap prepared with exotic ingredients like asparagus and baby corn flavoured with oregano and chilli flakes, and forget yourself in the medley of flavours that challenge the exquisite cheese sauce! top it with lettuce, carrots and bean sprouts to add a nice crispy texture. ",8,10,18,https://www.tarladalal.com/members/9306/big/big_asparagus-and-baby-corn-wrap-(wraps-and-rolls)-1567.jpg?size=500X652,30676 times
249,Asparagus and Corn Augratin,"Asparagus and corn come together augratin; in a delectable dish that is ideal for small family dinners. Augratin typically means 'covered with cheese, filled with white sauce and baked in an oven'. You may be amused to note that the literal translation of the french phrase is 'with the burnt scrapings from the pan'!",0,20,40,https://www.tarladalal.com/members/9306/big/big_asparagus_and_corn_augratin-7008.jpg?size=696X905,15717 times
250,Asparagus Bruschetta,"Some ingredients like asparagus and parsley are rarely used in indian cuisine, so making interesting sandwiches like the asparagus bruschetta would ensure that such healthy greens are included in our diet—and in a tasty way too. Flavoured simply with paprika, this open sandwich brings scents of italy to your dining table. !",10,10,30,https://www.tarladalal.com/members/9306/big/big_asparagus_bruschetta-5907.jpg?size=500X650,8272 times
251,Asparagus Bruschetta ( Microwave Recipe),"Crispy french bread slices topped with asparagus and cheese. The bruschettas can be served as a snack or as an accompaniment to soup. Choose slender, bright green asparagus to make these bruschetta. ",1,10,11,https://www.tarladalal.com/members/9306/images/asparagus-bruschetta-(-microwave-recipe)-1157.jpg?size=250X292,48998 times
252,Asparagus Fondue,"This rich, thick, creamy fondue made with asparagus and a generous portion of cheese, goes well with potato wedges and pita chips.",15,10,25,https://www.tarladalal.com/members/9306/big/big_asparagus_fondue-4244.jpg?size=500X660,17803 times
253,Asparagus Fondue with Cream Crackers ( Diabetic Recipe ),"The benefits of greens mixed in the creamy mixture of cheese and milk provides the perfect dip for creamy crackers…. . A delightful treat for your family and friends. A yummy option for the calorie conscious as well. Serve the way you want either with khakhras, cream crackers, vegetables etc. Usually there is lots of cheese in this dip, however you cut calories I reduced the cheese and to give the same thickness and texture added cornflour and milk that thickens it. Surely a must try!",10,10,20,https://www.tarladalal.com/members/9306/big/big_asparagus-fondue-with-cream-crackers-(-diabetic-recipe-)-2395.jpg?size=500X660,12852 times
254,Asparagus Soup,"A soothing soup of onions, potatoes and asparagus fortified with nutritious vegetable stock, the Asparagus Soup has a very creamy feel about it, thanks to being boiled with low-fat milk. Asparagus is a great soup ingredient as it is a low-calorie vegetable with a good amount of fibre, which helps to lower LDL cholesterol, thus protecting the heart. To add to the goodness of this soup, you can use olive oil to sauté the onions, as it is rich in vitamin E, a potent antioxidant, and mono-unsaturated fatty acids that help reduce the risk of heart diseases by lowering blood cholesterol levels.",12,10,22,https://www.tarladalal.com/members/9306/big/big_asparagus_soup-8504.jpg?size=696X905,70452 times
255,Assorted Pickle,"A sweetish pickle, made with a unique combination of veggies like baby corn, shallots, carrot and beetroot, this Assorted Pickle is quite versatile, and may be served as a pickle or salad, to accompany any meal. Although it takes a little time to prepare, as the veggies have to be cooked in the marinade till tender, the pickle stays fresh in the fridge for at least five days, justifying the effort that goes into making it. You will also love the sight of this pickle, as it gets a vivid pink hue, thanks to the beetroots.",5,5,10,https://www.tarladalal.com/members/9306/big/big_assorted_pickles-8916.jpg?size=696X905,32053 times
256,Assorted Uttapa Platter,"The Assorted Uttapa Platter is so tasty and colourful to look at, the very sight of it makes you drool! Dainty uttapas made with readymade dosa batter are topped with appetising mixtures of veggies, sprouts, cheese and spice powders. Most of the toppings are very easy to make – just involving the chopping and mixing of ingredients. Depending on the time you have on hand, you can choose how many toppings you wish to prepare. Whichever options you choose, this platter is sure to be loved by your guests!",30,30,10,https://www.tarladalal.com/members/9306/big/big_assorted_uttapa_platter-10125.jpg?size=696X905,18115 times
257,"Atta Biscuits, Whole Wheat Sweet Biscuits, Jar Snack","Time to indulge in some sweet and spicy Atta Biscuits. Resplendent with the aroma of ghee and the magic of Indian spices like nutmeg and cardamom, these Atta Biscuits are a real pleasure to bite into! They have a rich and pleasantly sweet taste and melt-in-the-mouth texture, which is achieved by using atta instead of plain flour. The biscuits might seem to be too soft when you take them out of the oven, but rest assured that they will get crispy upon cooling. You can also try other biscuits like Jam Biscuits or Kesar Pista Badam Biscuits . ",0,5,30,"https://www.tarladalal.com/members/9306/big/big_atta_biscuits,_whole_wheat_sweet_biscuits,_jar_snack-13543.jpg?size=696X905",20398 times
258,Atta Ka Sheera,"Mouth-watering Atta Sheera, with a fabulous colour, texture and flavour, ready in just five minutes! If you are wondering how that magic is possible, well, just trust your microwave to do it for you. Flavoured with cardamom and garnished with slivers of almond, this is one irresistible dessert that is sure to win you many praises.",5,5,10,https://www.tarladalal.com/members/9306/big/big_atta_ka_sheera-9692.jpg?size=696X905,154464 times
259,Atta ka Sheera ( Gujarati Recipe),"I consider this one of the easiest guajarati sweets-with just a few ingredients, which too can be found in all kitchen shelves. Just note a few simple points, and success is assured. While sautéing, keep a lookout for when the ghee separates and the atta becomes lighter, as this is the perfect indication that your atta is well cooked. If you have a very sweet tooth, you can add two more tablespoons of sugar. Also remember to serve this dish immediately to avoid lumps.",17,2,19,https://www.tarladalal.com/members/9306/big/big_atta_ka_sheera_(_gujarati_recipe)-8521.jpg?size=696X905,256535 times
260,Atte ka Malpua,"Atte ka Malpua is just what you need to warm your heart on a cold, winter’s day. It is not surprising then that this is a traditional favourite in Rajasthani households, especially during the unrelenting winter days. The smell of sugary, spicy whole wheat batter deep-frying in ghee, especially the prominent accents of fennel and pepper, is enough to make one drool! To get perfectly round and crispy malpuas, make sure the ghee is piping hot before ladling the batter into it.",35,5,40,https://www.tarladalal.com/members/9306/big/big_atte_ka_malpua-11831.jpg?size=696X905,429998 times
261,"Aubergine Au Gratin, Diabetic Friendly Recipe","Au gratin - the name says it all. A dish covered with a healthy sauce, whole wheat bread crumbs and mozarella cheese and then baked. It is usually served form the dish in which it is baked. Submerge yourself in this divinely baked dish to please your taste buds occasionally. Try other diabetic friendly baked dishes like Huanciana Broccoli and Baby Corn or Baked Vegetables in Spinach Sauce .",15,20,40,https://www.tarladalal.com/members/9306/big/big_aubergine-au-gratin-(-healthy-diabetic-recipe-)-2339.jpg?size=500X660,70073 times
262,Avial ( South Indian Recipes),"Avial is a dish that originated in kerala, but gained an equal fanfare in tamilnadu as well. Rare is the wedding or festive menu that does not include avial! the key to making excellent avial is to pay equal attention to the visual appeal – vegetables with contrasting colours such as carrot, beans, pumpkin etc are chosen, sliced evenly into thin 1 inch long pieces, and cooked to a crunchy consistency. If you’ve done this, you’ve crossed half the bridge successfully!",25,10,35,https://www.tarladalal.com/members/9306/big/big_avial_(_south_indian_recipes)-10680.jpg?size=696X905,174960 times
263,"Avial, South Indian Curry","This mouth-watering South Indian curry is nothing short of a delicacy with its unusual combination of veggies, flavoured aesthetically with a mildly-spiced coconut paste. Do not chop the veggies too finely when making Avial, because the veggies should retain their shape and vibrant colour after cooking. This makes the Avial look very appetizing! Pleasing to the palate, with the mellow flavour of coconut and fresh curds, Avial can be enjoyed with Jowar Pyaz ki Roti instead of the plain wheat flour rotis .",17,20,37,https://www.tarladalal.com/members/9306/big/big_avial_(_acidity_free_recipe_)-12757.jpg?size=696X905,39101 times
264,Avocado Almond Milk Vegan Smoothie,"Avocado is used as a substitute for butter and cream, with good reason. It has a neutral flavour and a super creamy consistency. This also makes it a wonderful addition to smoothies! You get a nice, creamy effect as if you have made the smoothie with ice-cream! Here, an amazing combo of chopped avocado and almond milk is teamed with bananas to get a luscious, naturally sweet smoothie. We have used maple syrup instead of honey to make the Avocado Almond Milk Smoothie suitable for vegans too. But, if you are not vegan you can also use honey instead. Avocado is a great source of vitamin C , A and some B vitamins along with calcium and magnesium. It helps in maintaining skin health, reduces the risk of heart diseases and cancer and keeps your eyes healthy. Almond milk on the other hand is a good source of protein. What you get with all this is a nutri-dense, satiating and super tasty smoothie! You can store it in the fridge for around four hours.",0,5,5,https://www.tarladalal.com/members/9306/big/big_avocado_almond_milk_vegan_smoothie-13392.jpg?size=696X905,2954 times
265,Avocado and Cherry Tomato Crostini,"Crostini is a traditional Italian appetizer consisting of small slices of grilled or toasted bread, brushed with olive oil, and boosted with amazing toppings. The toppings can be as simple as a dab of cheese and herbs, or it can consists of veggies, fruits, sauces and herbs. The Avocado and Cherry Tomato Crostini is an outstanding combo of mashed avocado and cherry tomatoes on slices of French bread, drizzled with olive oil and sprinkled with sea salt. Creamy avocado combines beautifully with succulent sweet-sour cherry tomatoes giving us a very tasteful crostini, which is ideal to serve as a starter at parties. Try other avocado based recipes like Avocado Grapefruit and Strawberry Salad and Avocado and Feta Mash .",0,10,30,https://www.tarladalal.com/members/9306/big/big_avocado_and_cherry_tomato_crostini-12736.jpg?size=696X905,5517 times
266,Avocado and Coconut Crostini,"Crositinis as perfect to serve as starters at parties. They set a very upbeat mood right at the beginning, with their attractive appearance and irresistible taste. Olive oil brushed slices of grilled or toasted bread are topped with yummy ingredients, ranging from cheese and herbs to sauces and veggies. The overall mouth-feel and taste of the crostini is an interplay of all these ingredients. In this delectable version, the crostinis are topped with an innovative combination of avocado, coconut oil and freshly-grated coconut. As a result, the Avocado and Coconut Crostini has an appetizing flavour and refreshing mouth-feel. Make sure the avocado is ripe, and cut it very lightly and neatly so that the crostini looks appealing. Relish other avocado based treats like the Avocado Grapefruit and Strawberry Salad and Avocado and Feta Mash .",0,15,30,https://www.tarladalal.com/members/9306/big/big_avocado_and_coconut_crostini-12741.jpg?size=696X905,5787 times
267,"Avocado and Cream Cheese Sushi, Veg Avocado and Cream Cheese Sushi","Sushi is an exotic dish of Japanese origin. It is made of a special type of rice, which is cooked and flavoured with a vinegar-based dressing, before being layered with a sushi sheet and other ingredients. Vegetarian versions include vegetables or tropical fruits. In this exciting sushi, the rice is dressed in a mixture of vinegar and sesame seeds, and layered with avocado and cheese. It is important to cook the sushi rice properly, stirring occasionally to ensure that it does not stick while cooking. Make use of ripe avocados and cut them carefully, to get proper strips without mashing it up. Rolling up and cutting the sushi is an art, but you can learn it with a bit of effort. Enjoy the Avocado and Cream Cheese Sushi immediately with tongue-tingling sauces and pickled ginger.",20,10,45,https://www.tarladalal.com/members/9306/big/big_avocado_and_cream_cheese_sushi-11582.jpg?size=696X905,9268 times
268,"Avocado and Cucumber Sushi, Veg Avocado and Cucumber Sushi","Making a sushi is no joke. It requires some special ingredients and a lot of patience too, but it is completely worth the effort. The good news is that, once you get the hang of how to arrange, roll and cut up the sushi, you will find it to be a very versatile and convenient dish and you can start making your own variants with your choice of veggies. The way you cook the rice is very important – you need to stir it occasionally and ensure that it doesn’t stick or lump up while cooking. Thereafter, the rice is flavoured with a sesame and vinegar dressing, layered with veggies – in this case avocados and cucumber, rolled and cut up tactfully. To make this sushi, make sure you use ripe avocados and take care while cutting them, to make neat strips without mashing. Once you get it right, you will forget all the effort that went into it, because this Avocado and Cucumber Sushi served with Oriental sauces and pickled ginger, is a totally immersive experience that will delight you to the core!",20,10,45,"https://www.tarladalal.com/members/9306/big/big_avocado_and_cucumber_sushi,_veg_avocado_and_cucumber_sushi-11591.jpg?size=696X905",4956 times
269,Avocado and Feta Mash,"A breakfast of toast and this Avocado and Feta Mash will make sure your day takes off on a very zesty note! While spring onions add a peppy crunch to the cheese and avocados, tomatoes and lemon juice add a brilliant tanginess to the mash. A garnish of roasted almond slivers adds a nutty crunch, rounding off the flavours and textures very well indeed. The best part is that this Avocado and Feta Mash needs no cooking, so it can be prepared easily for breakfast or as a quick snack to have when you are suddenly hungry.",0,15,15,https://www.tarladalal.com/members/9306/big/big_avocado_and_feta_mash-11658.jpg?size=696X905,9813 times
270,"Avocado and Tomato Salad, Healthy and Quick Salad","Many of us pass by the tray of avocados at the market, unaware that this wonderful fruit can be used for much more than puddings and milkshakes. In fact, it can be combined with juicy and fresh veggies to make scrumptious salads too. Quick and fabulous, this Avocado and Tomato Salad is sure to become one of your favourites. A tongue-tickling dressing, with the refreshing tang of lemon and the peppy taste of mustard, is what makes this salad so special. Make sure you serve the salad as soon as you toss the avocadoes and tomatoes with the dressing, in order to enjoy the fresh flavour and texture.You can also try Avocado and Cucumber Sushi and Avocado Dip .",0,5,5,"https://www.tarladalal.com/members/9306/big/big_avocado_and_tomato_salad,_healthy_and_quick_salad-12515.jpg?size=696X905",3995 times
271,Avocado Chocolate Mousse,"An indulgent chocolate-flavoured mousse prepared in an innovative way using ripened avocado as the base. Well-ripened avocado has a very luscious texture that is perfect to make a mousse. Combined with molten dark chocolate, it gives rise to an intense Avocado Chocolate Mousse, which is just too irresistible. It is the perfect dessert to serve at the end of an elegant dinner menu.Try our other mousse recipes in flavors ranging from chocolate and banana to blueberry and many more - Chocolate Banana Mousse , Chocolate Hazelnut Mousse , Blueberry Mousse , Apricot Mousse , Coffee Mousse , Coconut Pineapple Mousse , Mango Ginger Mousse and Melon Mousse .",1,10,11,https://www.tarladalal.com/members/9306/big/big_avocado_chocolate_mousse-11301.jpg?size=696X905,11017 times
272,Avocado Coconut Milk Vegan Smoothie,"A creamy smoothie with a soothing taste, the Avocado Coconut Milk Vegan Smoothie is a treasure-trove of nutrients too. Coconut Milk and avocadoes are both ingredients with mellow flavours and creamy consistencies, so they team up very well. We have combined these with bananas, to get a nice fruity sweetness and to increase the luscious mouth-feel of the smoothie further. While we have used vegan-friendly maple syrup as a sweetener, you can also use honey if you are not vegan. The antioxidants and fibre in avocado helps to keep away heart diseases, diabetes and cancer. Coconut and avocado are both good sources of mono unsaturated fatty acids (MUFA), which promote overall health of body cells. Loaded with such nutritious ingredients, this smoothie makes a satiating, tasty and healthy snack. You can make it and store in the fridge for around four hours. Keep some handy to consume when you are hungry, instead of unhealthy deep-fried and heavily-processed snacks.You can also try other smoothies like Blueberry Coconut Water Smoothie, 3 Ingredient Smoothie or Avocado Almond Milk Vegan Smoothie . ",0,5,5,https://www.tarladalal.com/members/9306/big/big_avocado_coconut_milk_vegan_smoothie-13393.jpg?size=696X905,2381 times
273,"Avocado Coconut Smoothie, Healthy 4 Ingredient","The Avocado Coconut Smoothie is a droolworthy yet healthy smoothie, which is filling enough to have for breakfast, as a between-meals snack or after a workout. It combines the lusciousness of avocadoes with the pleasant, creamy flavour of coconut to give you a really soothing glassful. A good dose of spinach adds a splash of colour and more nutrient value to the smoothie, while curd imparts its classic tang. The best part is that each of these ingredients also adds to the nutrition quotient of this smoothie. Avocado is rich in mono-unsaturated fatty acids (MUFA), which have been proven to be heart-healthy and help maintain cholesterol levels in the body. Avocado is also rich in Lutein, a potent antioxidant. Coconut is made up of medium chain fatty acids, which increase energy expenditure and enhance physical performance. It helps regain muscle strength after exercise. This smoothie is also convenient, because it stays fresh in the fridge for 4 hours.Have a go at other smoothies Peach Yogurt Smoothie or Orange Oat Coconut Smoothie .",0,5,5,"https://www.tarladalal.com/members/9306/big/big_avocado_coconut_smoothie,_healthy_4_ingredient-13362.jpg?size=696X905",2938 times
274,Avocado Dip,"A flavourful and healthy avocado-based dip, Guacamole originated in Mexico but has now become popular all over the world not just as a dip but also as a salad dressing and sandwich topping. Ensure you take ripe avocados to avoid a raw taste that displeases the taste buds! Once you have made the right choice of fruit, there is nothing more to this dip that chopping and mixing in varied ingredients like tomatoes, onions, garlic, etc. A dollop of fresh cream enhances the texture and mouth feel, while the lemon juice imparts a refreshing tang and also prevents discoloration of the avocado pulp.",0,10,10,https://www.tarladalal.com/members/9306/big/big_avocado_dip-10077.jpg?size=696X905,53844 times
